address	categories	city	country_code	country_name	description	domain	domain_suffix	email	language	link	name	page_type	phone	phone_country_code	raw_address	raw_phone	region_code	region_name	site_name	text	tld	zip_code
412 e carr st, 47031, milan, in, indiana	High Schools	milan	us	united states		milan.k12.in.us	k12.in.us			https://burlesontx.com	Milan Community School Corporation	Organization	18126542365	us	Milan, IN	(812) 654-2365	in	indiana	Milan Community Schools	No reviews · School Milan, IN (812) 654-2365	us	47031
202 s. keeley st, 46124, edinburgh, in, indiana	High Schools	edinburgh	us	united states		ecsc.k12.in.us	k12.in.us				Edinburgh Community School Corporation		18125262681	us	Edinburgh, IN	(812) 526-2681	in	indiana	ECSC	3.0 (2) · School district office Edinburgh, IN (812) 526-2681	us	46124
200 Catherine St, Ottawa, ON K2P 2K9, Kanada	Real Estate Valuations & Home Inspection	ottawa	ca	canada	Doing it right the 1st time... everytime! Get your free quote today. Furnaces , fireplaces , boilers , tank & tankless water heaters, air conditioners.	aicanada.ca	ca	wesrezba@aaacompleteheat.com	en	http://aaacompleteheat.com	Appraisal Institute of Canada	Organization	16132346533	ca	200 Catherine St · +1 613-234-6533	+1 613-234-6533	on	ontario	AIC	Keine Rezensionen · Verband, Verein oder Organisation 200 Catherine St · +1 613-234-6533	ca	k2p 2k9
12800 macleod trail, t2j 7e5, calgary, ab, canada, alberta	Automobile Dealers & Manufacturers	calgary	ca	canada		advantageford.ca	ca		en		Advantage Ford		14032253636	ca		+1 403-225-3636	ab	alberta	Reynolds & Reynolds Canada	4.2 (810) · Ford dealer 12800 Macleod Trail Closed ⋅ Opens 8AM Mon · +1 403-225-3636 Vehicle repair shop: Closed ⋅ Opens 6:30AM Mon In-store shopping	ca	t2j 7e5
270 william st, london, on n6b 3c3, canada, n6b 3c3, london, on, canada, ontario	Fruit & Vegetable - Markets & Stores	london	ca	canada		greencityproduce.ca	ca				Green City Produce Ltd		15194336022	ca	London, ON, Canada	+1 519-433-6022	on	ontario	Green City Produce	4.8 (5) · Produce wholesaler London, ON, Canada +1 519-433-6022	ca	n6b 3c3
3055 boulevard saint-martin o (738.16 mi) laval, qc, canada, qc h7t 3c2	Fashion Designers	laval	ca	canada		opacitezero.com	com		en		Opacité Zero Design Inc.		15148345118	ca	Laval, Quebec, Canada · In Centropolis	+1 514-834-5118	qc	quebec	Opacite Zero Design	5.0 (15) · Interior architect office Laval, Quebec, Canada · In Centropolis Closed ⋅ Opens 9AM Mon · +1 514-834-5118	com	
1476 broadway, 04401, bangor, me, maine	Elementary Schools|Middle Schools	bangor	us	united states		bangorchristian.com	com		en		Bangor Christian Schools		12079477356	us	Bangor, ME	(207) 947-7356	me	maine	Bangor Christian Schools	4.2 (6) · Private educational institution Bangor, ME Closed ⋅ Opens 8:15AM Mon · (207) 947-7356	com	04401
155 guinn st, 38372, savannah, tn, tennessee	Middle Schools	savannah	us	united states		hardincoschools.com	com		en	https://beca.com	Hardin County Schools	Organization	17319253943	us	Savannah, TN	(731) 925-3943	tn	tennessee	Hardin County Schools	4.3 (3) · School Savannah, TN (731) 925-3943	com	38372
850 industrial avenue, suite 13 & 14, k1g 4k2, ottawa, on, canada, ontario	Cabinet Makers|Home Builders & Renovation Contractors	ottawa	ca	canada		swedishdoorco.com	com		en		Swedish Door		16136866306	ca	Ottawa, ON, Canada	+1 613-686-6306	on	ontario	Swedish Door	"4.5 (37) · Cabinet store Ottawa, ON, Canada Closed ⋅ Opens 8AM · +1 613-686-6306 \The quality of the doors and handles were exactly what we were looking for.\"" In-store shopping·Curbside pickup·Delivery"""	com	k1g 4k2
14050 1st ave ne, 98125, seattle, wa, washington	High Schools	seattle	us	united states		lakesideschool.org	org		en		Lakeside School		12063683600	us	Seattle, WA	(206) 368-3600	wa	washington	Lakeside School	"4.3 (28) · High school Seattle, WA Open 24 hours · (206) 368-3600 \A very good school with a lively community.\"""""	org	98125
112 water street, b5a 1l5, yarmouth, ns, canada, nova scotia	Meat, Fish & Seafood Stores	yarmouth	ca	canada		scotiagardenseafood.ca	ca		en	https://cityofkingsburg-ca.gov	Scotia Garden Seafood Inc.	LocalBusiness	19027422411	ca	Yarmouth, NS, Canada	+1 902-742-2411	ns	nova scotia	Scotia Garden Seafood | Seafood Wholesaler	5.0 (2) · Seafood wholesaler Yarmouth, NS, Canada Closed ⋅ Opens 8:30AM Mon · +1 902-742-2411	ca	b5a 1l5
488 gladstone avenue, k1r 5n8, ottawa, on, canada, ontario	Business Consulting	ottawa	ca	canada	A farmers market selling locally grown FRESH vegetables that arrive freshly picked everyday. Spinach, Rapini and other popular veggies available. Additional Information Fresh Vegetables and Fruits	nvisiongroup.ca	ca	caledonsabzifarm@gmail.com	en	http://canpages.ca/page/on/caledon/caledon-sabzi-farm/101399340?na=farm+buildings&city=nobleton&prov=on&pc=l0g+1n0&nr=158&back=%2fbusiness%2fon%2fnobleton%2ffarm-buildings%2f3517-308200.html	NVision Insight Group Inc.	LocalBusiness	16132373613	ca	7+ years in business · 488 Gladstone Ave	+1 613-237-3613	on	ontario	NVIsion Insight Group	3.0 (1) · Consultant 7+ years in business · 488 Gladstone Ave +1 613-237-3613	ca	k1r 5n8
1115 broadway; po box 218, 62249, highland, il, illinois	Executive, Legislative & Government Institutions	highland	us	united states		highlandil.gov	gov				Highland City Hall		16186549891		Highland, IL	(618) 654-9891	il	illinois	City of Highland, IL	No reviews · City government office Highland, IL Closed ⋅ Opens 8AM Mon · (618) 654-9891	gov	62249
2220 hwy 7 west, unit 5 concord, l4k 1w7, toronto, on, canada, ontario	General Contractors|Real Estate - Agents & Managers	concord	ca	canada		fernbrookhomes.com	com		en		Fernbrook Homes		14166670447	ca	3+ years in business · Concord, ON, Canada	+1 416-667-0447	on	ontario	Fernbrook Homes	2.5 (6) · Real estate agency 3+ years in business · Concord, ON, Canada Open ⋅ Closes 5PM · +1 416-667-0447	com	l4k 1w7
406 s seguin rd, 78109, converse, tx, texas	Executive, Legislative & Government Institutions	converse	us	united states		conversetx.net	net		en	https://apexhealthnetwork.ca	City of Converse, Texas	Organization	12106585356	us	Converse, TX	(210) 658-5356	tx	texas	City of Converse	"3.7 (15) · City government office Converse, TX Closed ⋅ Opens 8AM Mon · (210) 658-5356 \The City Hall itself was not a bad place.\"""""	net	78109
126 scms ln, 37030, carthage, tn, tennessee	Elementary Schools	carthage	us	united states	Clinique dentaire Jules-Verne, en pleine expansion avec une équipe dynamique et passionnée. Bienvenue au nouveaux patients ! Products Examen Nettoyage Obturations... Traitement de canal Chirurgie (extractions) Blanchiment Urgence Dentisterie esthétique Traitement des gencives Couronnes Prothèses Radiographies Prévention	smithcoedu.com	com	info@cliniquedentairejulesverne.com	en	http://cliniquedentairejulesverne.com	Smith County Board of Education	LocalBusiness	16157359625	us	South Carthage, TN	(615) 735-9625	tn	tennessee	Gordonsville High School	No reviews · School South Carthage, TN	com	37030
the university of texas at austin, 78701, austin, tx, texas	Colleges & Universities	austin	us	united states		admissions.utexas.edu	edu		en		Be a Longhorn, University of Texas at Austin		15124757399	us	The Perry-Castañeda Library, Admissions Welcome Center at, 101 E 21st St	+1 512-475-7399	tx	texas	Longhorn	No reviews · School The Perry-Castañeda Library, Admissions Welcome Center at, 101 E 21st St +1 512-475-7399	edu	78701
1075 cherryhaven drive, n6k 5a8, london, on, canada, ontario	Office & Industrial Cleaning	london	ca	canada		westernsteam.ca	ca		en		Western Steam		15196680110	ca	7+ years in business · London, ON, Canada	+1 519-668-0110	on	ontario	Western Steam	5.0 (11) · Window cleaning service 7+ years in business · London, ON, Canada Closed ⋅ Opens 9:30AM Thu · +1 519-668-0110	ca	n6k 5a8
15165 yonge st., suite 201, l4g 1m1, aurora, on, canada, ontario	Investment Consultants & Financial Advisors	aurora	ca	canada		bellfinancial.ca	ca		en		Bell Financial Inc.		19057133765	ca	25+ years in business · Aurora, ON, Canada	+1 905-713-3765	on	ontario	Manulife Securities	4.9 (18) · Financial planner 25+ years in business · Aurora, ON, Canada Open ⋅ Closes 5PM · +1 905-713-3765	ca	l4g 1m1
325 north saint paul street, floor 10, 75201, dallas, tx, texas	Insurance -  Agents, Carriers & Brokers	dallas	us	united states		nationallloydsinsurance.com	com				National Lloyds Insurance Co		18007496419		Dallas, TX · In Republic Center	(800) 749-6419	tx	texas	National Lloyds	"2.4 (108) · Insurance agency Dallas, TX · In Republic Center Closed ⋅ Opens 8AM Mon · (800) 749-6419 \Very polite and helpful\"""""	com	75201
3644 highway 42, 30248, locust grove, ga, georgia	Executive, Legislative & Government Institutions	locust grove	us	united states		locustgrove-ga.gov	gov		en	https://brandonclinic.com	City of Locust Grove	LocalBusiness	17709575043			(770) 957-5043	ga	georgia	Locust Grove	4.0 (9) · City government office 3644 GA-42 Open ⋅ Closes 5PM · (770) 957-5043	gov	30248
50 s emerson st, 60056, mount prospect, il, illinois	Executive, Legislative & Government Institutions	mount prospect	us	united states		mountprospect.org	org		en		Village of Mount Prospect		18473926000		Mt Prospect, IL	(847) 392-6000	il	illinois	MPEI	"4.7 (3) · City government office Mt Prospect, IL (847) 392-6000 \... impressed how personable and nice people in the Village Hall are ...\"""""	org	60056
40 beatty st., n7m 3v1, chatham, on, canada, ontario	Personal Trainer|Fitness & Health Centers|Sports & Leisure - Clubs	chatham	ca	canada		peakathletictraining.com	com		en		Peak Athletic Training Club		15193657853	ca	Chatham, ON, Canada	+1 519-365-7853	on	ontario	Peak Athletic Training	5.0 (7) · Training centre Chatham, ON, Canada Closed ⋅ Opens 6AM · +1 519-365-7853	com	n7m 3v1
1901 arena blvd., 95834, sacramento, ca, us, california	Charter Schools	sacramento	us	united states		natomasunified.org	org		en		Natomas Unified School District		19165675400	us	Sacramento, CA	(916) 567-5400	ca	california	Natomas Unified School District	"3.7 (17) · School district office Sacramento, CA Closed ⋅ Opens 8AM · (916) 567-5400 \Great help from the people at the district fir my problem.\"""""	org	95834
4288 faribault, h7r5h8, montreal, qc, canada, quebec	Construction Services	montreal	ca	canada		stuccoproinc.ca	ca		fr		Stuccopro Inc		15148832605	ca	Laval, Quebec, Canada	+1 514-883-2605	qc	quebec	Stuccopro	5.0 (2) · Stucco contractor Laval, Quebec, Canada Open ⋅ Closes 8PM · +1 514-883-2605	ca	h7r5h8
450 ordze rd., t8a 4n6, sherwood park, ab, canada, alberta	Hair Salons|Salvage Merchandise & Thrift Store	sherwood park	ca	canada		concreteblondehairbody.com	com		en		Concrete Blonde hair.body		17804164949	ca	5+ years in business · Sherwood Park, AB, Canada	+1 780-416-4949	ab	alberta	Concrete Blonde Hair Body	4.4 (228) · Beauty salon 5+ years in business · Sherwood Park, AB, Canada Closed ⋅ Opens 9AM Mon · +1 780-416-4949	com	t8a 4n6
275 prospect st, 02062, norwood, ma, massachusetts	High Schools	norwood	us	united states		norwood.k12.ma.us	k12.ma.us		en	https://canberra.edu.au	Norwood Public Schools	Organization	17817626804	us	Norwood, MA	(781) 762-6804	ma	massachusetts	Norwood Public Schools	2.3 (3) · School district office Norwood, MA Closed ⋅ Opens 9AM Mon · (781) 762-6804	us	02062
4380 south service rd unit 5, l7l 5y6, burlington, on, canada, ontario	Playgrounds	burlington	ca	canada		missionpossibleescaperooms.com	com		en		Mission Possible: Escape Rooms		19056325653	ca	Burlington, ON, Canada	+1 905-632-5653	on	ontario	Champs Family Entertainment Centre	"4.9 (575) · Children's amusement center Burlington, ON, Canada Open ⋅ Closes 12AM · +1 905-632-5653 \Great place to have a kids B-Day party at!\"""""	com	l7l 5y6
5401, boulevard des galeries, g2k 1n4, quebec, qc, canada, quebec	Arcades & Amusement Parks	quebec	ca	canada		mega-parc.com	com		fr		Méga Parc		14186275800	ca	5401 Boulevard des Galeries · In the Galeries de la Capitale	+1 418-627-5800	qc	quebec	Mega Parc	"4.2 (1,590) · Amusement center 5401 Boulevard des Galeries · In the Galeries de la Capitale Temporarily closed · +1 418-627-5800 \Lots of activities for kids\"""""	com	g2k 1n4
908 156 St NW #417, Edmonton, AB T6R 0N7, Canada	Concrete Work	edmonton	ca	canada		xpresscutconcrete.com	com		en		Xpresscut Concrete Cutting Inc.		17809942264	ca	Edmonton, AB, Canada	+1 780-994-2264	ab	alberta	Xpresscut Concrete Cutting	5.0 (2) · Concrete contractor Edmonton, AB, Canada Open 24 hours · +1 780-994-2264	com	t6r 0n7
9201 university city blvd, 28223, charlotte, nc, north carolina	Colleges & Universities	charlotte	us	united states		uncc.edu	edu		en		UNC Charlotte		17046878622	us	Charlotte, NC	(704) 687-8622	nc	north carolina	UNC Charlotte	4.3 (265) · Public university Charlotte, NC Open ⋅ Closes 5PM · (704) 687-8622	edu	28223
ул. кржижановского, д. 16, корп. 1, 117218, moscow, russia, moscow	Business Consulting|Chemicals|Other Engineering Services	moscow	ru	russia		sibur.ru	ru		ru		SIBUR International GmbH		74957775500	ru	Кингисеппский, Leningrad Oblast, Russia	+7 495 777-55-00	mow	moscow	SIBUR International	4.0 (52) · Oil & natural gas company Кингисеппский, Leningrad Oblast, Russia Open 24 hours · +7 495 777-55-00	ru	117218
4140 w 99th st, 46032, carmel, in, indiana	Utility companies	carmel	us	united states		acespower.com	com				ACES		13173447000	us	Carmel, IN	(317) 344-7000	in	indiana	ACES	4.6 (5) · Corporate office Carmel, IN (317) 344-7000	com	46032
千浜7800, 437-1492, kakegawa-shi, shizuoka, japan, shizuoka prefecture	Chemicals	southfield	jp	united states		cataler.co.jp	co.jp		none		CATALER CORPORATION.		81537723131	jp		0537-72-3131	22	michigan	Cataler	4.2 (5) · Chemical plant 7800 Chihama Closed ⋅ Opens 8AM Mon · 0537-72-3131	jp	4371412
288 grays rd, l8e 1v5, hamilton, on, canada, ontario	Dry Cleaners	hamilton	ca	canada		mycleaners.ca	ca		en		Blue Leaf Cleaners		19057698002	ca	Hamilton, ON, Canada	+1 905-769-8002	on	ontario	MyCleaners	No reviews · Laundry service Hamilton, ON, Canada Closed ⋅ Opens 8AM Mon · +1 905-769-8002	ca	l8e 1v5
25 sheppard ave west, suite 650, m2n 6s6, toronto, on, canada, ontario	Fertility, Birth & Maternity Services	north york	ca	canada		anovafertility.com	com		en		Anova Fertility & Reproductive Health		14162254440	ca	North York, ON, Canada	+1 416-225-4440	on	ontario	Anova Fertility	3.0 (67) · Fertility clinic North York, ON, Canada Open ⋅ Closes 3PM · +1 416-225-4440	com	
1 municipal plaza, 07712, asbury park, nj, new jersey	Executive, Legislative & Government Institutions	asbury park	us	united states		cityofasburypark.com	com		en	https://amity.nsw.edu.au	City of Asbury Park	Organization	17327752100		Asbury Park, NJ	(732) 775-2100	nj	new jersey	City of Asbury Park	3.3 (4) · Government office Asbury Park, NJ Closed ⋅ Opens 9AM Mon · (732) 775-2100	com	07712
314 chatham st n rr 5, n0p 1a0, blenheim, on, canada, ontario	Auto Parts & Repair Shops	blenheim	ca	canada	History Museum	westsideperformanceplus.com	com		en	https://cyclex.co.uk	Westside Performance Plus	LocalBusiness	15196768332	ca	Blenheim, ON, Canada	+1 519-676-8332	on	ontario	Westside Performance Plus	"4.1 (50) · Auto parts store Blenheim, ON, Canada Closed ⋅ Opens 8AM Mon · +1 519-676-8332 \Great place to get a car fixed\"" In-store shopping·Curbside pickup"""	com	n0p 1a0
31 veterans parade, 6164, cockburn central, wa, australia, western australia	Fitness & Health Centers|Sporting & Recreational Camps|Parks	cockburn central	au	australia		cockburnarc.com.au	com.au		en		Cockburn ARC		61894113344	au	Cockburn Central WA, Australia	+61 8 9411 3344	wa	western australia	CockburnARC	"4.5 (1,903) · Swimming pool Cockburn Central WA, Australia Closed ⋅ Opens 7AM Sun · +61 8 9411 3344 \So many swimming pools indoor and outdoor.\"""""	au	6164
40 highland ave, 02368, randolph, ma, massachusetts	High Schools	randolph	us	united states		randolph.k12.ma.us	k12.ma.us		en		Randolph Public Schools		17819616200		Randolph, MA · In Randolph Community Partnership, Inc.	(781) 961-6200	ma	massachusetts	The Randolph Public Schools	No reviews · School Randolph, MA · In Randolph Community Partnership, Inc. Closed ⋅ Opens 12:30AM Sun · (781) 961-6200	us	02368
26 central street, 01089, west springfield, ma, massachusetts	Executive, Legislative & Government Institutions	west springfield	us	united states		townofwestspringfield.org	org		en		Town of West Springfield		14134951891	us	West Springfield, MA · In J. Edward Christian Municipal Office Building	(413) 495-1891	ma	massachusetts	Tots Centrum	4.3 (4) · City Hall West Springfield, MA · In J. Edward Christian Municipal Office Building Closed ⋅ Opens 8AM Mon · (413) 495-1891	org	01089
232 w grand st, 49058-2298, hastings, mi, michigan	Other schools	hastings	us	united states		hassk12.org	org		en		Hastings Area Schools - Administration		12699484400	us	Hastings, MI	(269) 948-4400	mi	michigan	Hastings Area School System	3.6 (13) · School district office Hastings, MI Open ⋅ Closes 4PM · (269) 948-4400	org	490582298
700 Avenue Taniata #201, Saint-Jean-Chrysostome, Quebec G6Z 2C2, Canada	Dentists & Dental Clinics	levis	ca	canada		med-way.ca	ca		fr		Medway Complexes Santé		14184966603	ca		+1 418-496-6603	qc	quebec	MEDWAY	Saint-Jean-Chrysostome, Quebec, Canada Closed ⋅ Opens 7:30AM Thu · +1 418-496-6603	ca	g6z 2c2
5211 ladner trunk rd, v4k 1w4, delta, bc, canada, british columbia	Clothing Stores	delta	ca	canada		theurbanrack.com	com		en		Urban Rack Clothing Co Inc The		16049406011	ca	Delta, BC, Canada · In Trenant Park Square	+1 604-940-6011	bc	british columbia	The Urban Rack	4.0 (10) · Clothing store Delta, BC, Canada · In Trenant Park Square Closed ⋅ Opens 11AM Fri · +1 604-940-6011 In-store shopping	com	v4k 1w4
213-515 w pender st., v6b6h5, vancouver, bc, canada, british columbia	Educational Consultants	vancouver	ca	canada	Ararat Rural City Council May 21 at 8:39 PM · Keen for a few laughs this Saturday night? The one-man play that inspired the Netflix trending film, The Merger is showing at Ararat Town Hall tonight at 7.30pm. Created by and starring Damian Callinan, ‘The Merger’ is a play about a footy team that is struggling for numbers. The story follows Troy Carrington as he tries to save his local footy club, the Roosters. Special tickets are available for community groups & sports clubs, starting from $12. Call Sue Brown on (03) 535...5 0292 for more info. Tickets are also available at the door or via Ararat Town Hall's website. Ararat Residents Page Ararat Storm Female Football Club Ararat Football-Netball Club  Damian Callinan Comedian May 17 at 1:45 AM Looking forward to catching up with some of my old premiership team mates from my stint at the Ararat Rats back in 1898. Most of them have hung up the boots now..., but I'm told Ted 'Legs' Carroll, Arthur 'Pud' Grano & Jim 'Skin Tags' Bates still run around in the 'twos' when they're short. This will be the last show of the current Regional Arts Victoria / Hey Boss tour of 'The Merger,' so let any friends in the area know, so we finish off the season like the Rats of '98. #TheMergerRAVtour2021 #RAVontheroad #thisisaheybosshow #themergerplay #themergermovie #Ratsof98 #AraratTownHall #AraratRats . Ararat Rural City Council May 21 at 8:39 PM · Keen for a few laughs this Saturday night? The one-man play that inspired the Netflix trending film, The Merger is showing at Ararat Town Hall tonight at 7.30pm. Created by and starring Damian Callinan, ‘The Merger’ is a play about a footy team that is struggling for numbers. The story follows Troy Carrington as he tries to save his local footy club, the Roosters. Special tickets are available for community groups & sports clubs, starting from $12. Call Sue Brown on (03) 535...5 0292 for more info. Tickets are also available at the door or via Ararat Town Hall's website. Ararat Residents Page Ararat Storm Female Football Club Ararat Football-Netball Club  Damian Callinan Comedian May 17 at 1:45 AM Looking forward to catching up with some of my old premiership team mates from my stint at the Ararat Rats back in 1898. Most of them have hung up the boots now..., but I'm told Ted 'Legs' Carroll, Arthur 'Pud' Grano & Jim 'Skin Tags' Bates still run around in the 'twos' when they're short. This will be the last show of the current Regional Arts Victoria / Hey Boss tour of 'The Merger,' so let any friends in the area know, so we finish off the season like the Rats of '98. #TheMergerRAVtour2021 #RAVontheroad #thisisaheybosshow #themergerplay #themergermovie #Ratsof98 #AraratTownHall #AraratRats	cservice.ca	ca		en	https://ararat.vic.gov.au	City Service Agency Ltd.	Organization	16045681098	ca	7+ years in business · Vancouver, BC, Canada · In Conference Plaza	+1 604-568-1098	bc	british columbia	CSA	"4.8 (52) · Educational consultant Canada Closed ⋅ Opens 9AM · +1 604-568-1098 \Best consultancy in Vancouver.danish helped me to find good college\"""""	ca	v6z 1n9
130 lansdowne ave, unit 1b, k7c 2t7, carleton place, on, canada, ontario	Metal Storage Tanks	carleton place	ca	canada		kingfishpumping.com	com		en		Kingfish Pumping Inc.		16132573164	ca	7+ years in business · Carleton Place, ON, Canada	+1 613-257-3164	on	ontario	Kingfish Pumping	4.3 (6) · Septic system service 7+ years in business · Carleton Place, ON, Canada Closed ⋅ Opens 8AM Mon · +1 613-257-3164 Onsite services	com	k7c 2t7
21 st. clair ave. e, m4t1l9, toronto, on, canada, ontario	Social Services & NGOs	toronto	ca	canada		specialolympics.ca	ca		en	https://cmvtb.com.au	Special Olympics Canada	LocalBusiness	14169279050	ca	21 St Clair Ave E Ste 600	+1 416-927-9050	on	ontario	Special Olympics Canada	No reviews · Charity 21 St Clair Ave E Ste 600 Closed ⋅ Opens 9AM Fri · +1 416-927-9050	ca	m4t 1l9
109 cousin lucy's lane, 27589, warrenton, nc, north carolina	Other schools	warrenton	us	united states		warrenk12nc.org	org		en		Warren County School District		12522573184		Warrenton, NC	(252) 257-3184	nc	north carolina	Warren County Schools	1.0 (1) · School Warrenton, NC Closed ⋅ Opens 8AM Mon · (252) 257-3184	org	27589
700 boulevard lebeau, h4n 1r5, saint-laurent, qc, canada, quebec	Packing & Crating	saint-laurent	ca	canada		abcemballuxe.com	com		fr		ABC Emballuxe		15143818845	ca	Saint-Laurent, Quebec, Canada	+1 514-381-8845	qc	quebec	ABC Emballuxe	"4.2 (24) · Packaging supply store Saint-Laurent, Quebec, Canada Closed ⋅ Opens 8AM Mon · +1 514-381-8845 \Great place with a lot of choice for any type of food containers made ...\"" In-store shopping"""	com	1r5
16-1, 4608430	Malls & Shopping Centers|Malls & Shopping Center|Salvage Merchandise & Thrift Store	matsuoka	jp	japan		matsuzakaya.co.jp	co.jp		none		松坂屋名古屋店		81522511111	jp		+81 52-251-1111	23	shizuoka	Daimaru Matsuzakaya Department Stores Co.Ltd.	Nagoya, Aichi, Japan · +81 52-251-1111 Closed ⋅ Opens 10AM	jp	4608430
4300 steeles avenue west unit 34, l4l4c2, vaughan, on, canada, ontario	Mortgage Brokers	barrie	ca	canada		orianafinancial.com	com		en		Oriana Financial Group of Canada Ltd.		19052658315	ca	Woodbridge, ON, Canada	+1 905-265-8315	on	ontario	ORIANA FINANCIAL.	3.9 (7) · Mortgage broker Woodbridge, ON, Canada Open ⋅ Closes 5PM · +1 905-265-8315	com	l4l4c2
20 alma street s, n1h 5w5, guelph, on, canada, ontario	Breweries	guelph	ca	canada		fixedgearbrewing.com	com		en	https://axonactive.com	Fixed Gear Brewing Co.	LocalBusiness	15192657025	ca	Guelph, ON, Canada	+1 519-265-7025	on	ontario	FIXED GEAR BREWING	4.8 (210) · Brewery Guelph, ON, Canada Closed ⋅ Opens 10AM · +1 519-265-7025 No-contact delivery·Curbside pickup·Delivery	com	n1h 5w5
48 south street, 48462, ortonville, mi, us, michigan	Preparatory Schools	ortonville	us	united states		miprepschool.org	org		en		Michigan International Prep School		12482895521	us	Ortonville, MI	(248) 289-5521	mi	michigan	Michigan International Prep School	No reviews · Charter school Ortonville, MI Open ⋅ Closes 6PM · (248) 289-5521	org	48462
355 brunel rd, l4z 1z5, mississauga, on, canada, ontario	Vegetarian Restaurants	mississauga	ca	canada		kingsvegetarianfood.ca	ca		en		King's Vegetarian Food Manufacturing		19055018366	ca	Mississauga, ON, Canada	+1 905-501-8366	on	ontario	King's Vegetarian Food King's Vegetarian Food	4.9 (21) · Food products supplier Mississauga, ON, Canada Closes soon ⋅ 1PM · +1 905-501-8366	ca	l4z 1z5
3303 wilshire blvd, ste 700, 90010, los angeles, ca, california	Social Services & NGOs	los angeles	us	united states		lanterman.org	org		en		Frank D. Lanterman Regional Center		12133831300		Los Angeles, CA	(213) 383-1300	ca	california	Lanterman Regional Center	4.4 (69) · Social services organization Los Angeles, CA Closed ⋅ Opens 9AM Mon · (213) 383-1300	org	90010
3465 ave benny, h4b 2r9, montreal, qc, canada, quebec	Boys & Girls Clubs	montreal	ca	canada		headandhands.ca	ca		fr	https://belenautomotive.com	À deux mains / Head & Hands	LocalBusiness	15144810277	ca	3465 Avenue Benny	+1 514-481-0277	qc	quebec	A Deux Mains / Head & Hands	4.8 (30) · Association or organization 3465 Avenue Benny Closed ⋅ Opens 12PM Mon · +1 514-481-0277	ca	
2011 50 street  se, t2b1m6, calgary, ab, canada, alberta	Automobile Dealers & Manufacturers	calgary	ca	canada		bestbuyautofinance.ca	ca		en		Best Buy Auto Finance Inc.		14039662131	ca	2011 50 St SE	+1 647-628-8971	ab	alberta	SiriusXM Canada	5.0 (1) · Music school Closed ⋅ Opens 10AM · +1 647-628-8971	ca	t2b 1m6
723 memorial st, 99350, prosser, wa, washington	Clinics - Surgeons & Physicians	prosser	us	united states		prosserhealth.org	org		en	https://centris.ca/fr/courtier-immobilier~mathieu-harvey~vision-immobiliere-charlevoix/g6879	PMH Medical Center	LocalBusiness	15097862222		Prosser, WA	(509) 786-2222	wa	washington	Prosser Memorial Health	3.5 (27) · Hospital Prosser, WA Open 24 hours · (509) 786-2222 Emergency room: Open 24 hours	org	99350
389 east jackson st, 46151, martinsville, in, indiana	High Schools	martinsville	us	united states		msdofmartinsville.org	org		en		MSD of Martinsville		17653426641		Martinsville, IN	(765) 342-6641	in	indiana	Metropolitan School District of Martinsville.	2.5 (4) · School district office Martinsville, IN Closed ⋅ Opens 8AM Mon · (765) 342-6641	org	46151
2269 riverside dr, unit 3, k1h8k2, ottawa, on, canada, ontario	Hair Salons	ottawa	ca	canada		ottawahair.com	com		en		The Hair Boutique		16135263656	ca	7+ years in business · Ottawa, ON, Canada · In Billings Bridge Plaza	+1 613-526-3656	on	ontario	The Hair Boutique	4,5 (45) · Kosmetikstudio Billings Bridge Plaza Seit über 7 Jahren aktiv · 2269 Riverside Dr, unit 3 , First Floor beside TD bank · +1 613-526-3656 Geschlossen ⋅ Öffnet um 11:00	com	k1h8k2
6467 main st, 23061, gloucester, va, virginia	Executive, Legislative & Government Institutions	gloucester	us	united states		gloucesterva.info	info				Gloucester County Virginia Government		18046934042	us	Gloucester, VA, United States	+1 804-693-4042	va	virginia	Gloucester County Public Library	5.0 (1) · Local government office Gloucester, VA, United States Closed ⋅ Opens 8AM Mon · +1 804-693-4042	info	23061
e16 5560 45 st, t4n 1l2, red deer, ab, canada, alberta	Massage Therapists	red deer	ca	canada		massageinreddeer.com	com		en		Sun Massage Therapy & Wellness  - Traditional Chinese Health Care Clinic		14033577771	ca	5+ years in business · 5560 45 St E16 · In Cronquist business centre	+1 403-357-7771	ab	alberta	Best massage in Red Deer	"4.8 (85) · Massage therapist 5+ years in business · 5560 45 St E16 · In Cronquist business centre Closed ⋅ Opens 9:30AM Mon · +1 403-357-7771 \One of the best massage place in town.\"""""	com	t4n 1l2
34 scott street, l2r1c9, saint catharines, on, canada, ontario	Construction Associations	st. catharines	ca	canada		niagaraconstruction.org	org		en		Niagara Construction Association		19056826661	ca	St. Catharines, ON, Canada	+1 905-682-6661	on	ontario	Niagara Construction Association	4.0 (4) · Association or organization St. Catharines, ON, Canada Closed ⋅ Opens 8:30AM Mon · +1 905-682-6661	org	l2r 1c9
790 creditstone road, l4k 4p4., vaughan, on, canada, ontario	Electrical & Wiring Contractors	concord	ca	canada		urbanelectrical.ca	ca		en		Urban Electrical Contractors		19056690280	ca	7+ years in business · Concord, ON, Canada	+1 905-669-0280	on	ontario	Urban Electrical	4.0 (5) · Construction company 7+ years in business · Concord, ON, Canada Open ⋅ Closes 4PM · +1 905-669-0280	ca	l4k 4p4
